Job,Skills/Keywords
Operations Analyst,"SAP, Error Analysis, Data Analysis, data governance, asset management, Interpersonal skills, Basic, Programming, Advanced Excel, seo, Unix, HLOOKUP, Operations Analyst, Data Management, Data Quality, SQL Database, Conditional Formatting, BPO, Continuous improvement, Business process, Customer support, Analytical skills, power bi, Supply chain, Litigation support, Windows, Data management, Web development, SAP BPC, Reconciliation, Data Recovery, Troubleshooting, SQL, crm, Excel, Process improvement, optimization, Compliance, Analytical, Pivot Table, Ticketing, MIS, Operations, Technical Support, Manager Quality Control, Tableau, analytics, Performance management, Business services, analytical, Data Entry, Managing reports, Data analysis, process improvement, Hardware Networking, data analysis, coordinating, Data quality, Automation, VLOOKUP, Data Validation, Data processing, marketing operations, Document review, Project management"
Analyst - Digital Marketing,"adobe analytics, data analysis, digital marketing, SQL, digital analytics, Tableau, Sitecatalyst"
"Analyst , Revenue Operations","Data analysis, Sales, Web technologies, Product engineering, advanced analytics, Ticketing, written communication, MS office, CRM, Automation, verbal, Revenue Operations, Database management, SalesForce com, Excel"
GRE Global Delivery Analyst,"Data analysis, Data collection, Interpersonal skills, Data mining, Data quality, Analytics, Operations, Process optimization"
Information Security Analyst,"Information security, ISO, Computer science, Risk assessment, verbal, Training and Development, IS Security, Diversity and Inclusion, Information Security, MS Team, Analytical skills, written communication, Training, Security services, Health insurance, HP data protector, CIO, Business services, analytical, Microsoft Office Suite, Procurement, Legal Operations, data analysis"
IT Analyst,"SAP, market data, Broadcasting, Business Enhancement, UAT, SAP Fieldglass, Use Cases, MS Office, Data Collection, System configuration, System Admin support, Corporate, IT Analyst, Business Intelligence, Management, New Business, testing, TCP/IP, Networking"
Campaign Analyst,"Consulting, Client servicing, python, Survey, Testing, networking skills, campaign execution, Troubleshooting, sql, data reporting, excel, Campaign management, Communication Skills, Hypothesis Testing, Business Analyst, data maintenance, analytics, Analytics, Data processing, IT Skills, political knowledge, Data Management"
IT Projects Business Analyst,"SAP, Financial Accounting, Testing, Business Analyst, Agile, IT Skills, Process analysis, Managerial Accounting"
MIS Analyst,"Data Analysis, data mining, data studio, SAS, Database Maintenance, Data Processor, Advanced Excel, VB SCRIPT, hr automation, MIS preparation, BPO, Analytical Skills, Macros, Data management, MIS Reporting, Financial reporting, Spreadsheets, Process excellence, Excel, Analytical, Usage, MIS reporting, data interpretation, Business reporting, hr data analystics, Data validation, MIS, Data Anlalytics, Tableau, Advanced Analytics, Financial packages, Forecasting, HR Information System, Presentation, big data, data analysis, Data mining, Advance Excel, Automation, VLOOKUP, mis, Data Evaluation, Data Processing Executive"
Analyst - Supply Chain Management,"BPO, Customer service operations, Quality improvement, ITES, Supply chain, Analyst, Data quality, Warehouse"
Analyst - Risk and Compliance,"Compliance, Due diligence, Data analysis, Anti money laundering, Testing, Financial services, Interpersonal skills, Change management, IT Skills, Artificial Intelligence, Project management"
Quality Analyst (Automation with Cypress),"Test management, Analytical, Product engineering, Testing, Product management, Data management, Automation, Agile"
Order To Cash Analyst,"Collection, Deduction, Dispute Settlement, OTC, Bills Receivables, O2c"
Qlik Sense BI analyst (Qlik Coder) - 6 months To 5 years - Chennai,"qlik coder, qlik, qliksense"
Technology Services- Process Manager- Business Analyst,"RPA technologies, Web Technologies, Software Development Life Cycle, Database Designing, RPA, Application Development, IT Skills, Software Development"
Business Requirement Analysis Business Analyst,"Consulting, software delivery lifecycle, Charles River, Financial services, Data management, Cash management, Asset management, analytical"
HRSS Analyst,"Manual, HR operations, data integrity, Customer service, HR processes, ERP, Oracle, Excel"
IT Risk Analyst,"IT risk, Disaster recovery, Information technology, Computer science, Risk Analyst, data security, Asset management, Risk management"
Associate Vice President - Analytics/Data Science - IIM/IIT/XLRI/FMS/N,"Data Engineering, Analytics, Go Getter, Data Science"
Senior/Lead Machine Learning Engineer,"Python, J2EE, Machine Learning, Cloud, IT Skills, Unix, Oracle, Data Science"
Senior Product Analyst / Associate Director - Product Analytics,"R, Product Analytics, Omniture, web analytics, BigQuery, SQL, Exploratory Analysis, Product Operations"
"Lead Engineer - 2,SAP BODS Developer and Governance Analyst","Unit testing, Enterprise applications, Test cases, Debugging, Manager Quality Assurance, Production support, SAP ERP, Coding"
Data Engineer - AWS,"AWS, Glue, Amazon RedShift, S3, Kinesis, Snowflake, GCP, Athena"
Associate - Category services - Inventory Ops - Business Analyst,"Supply Chain, Python, Analytical, Conceptualization, Data Analyst, Business reporting, Stakeholder management, Supply chain, Business Analyst, Advanced Excel, Monitoring, Tableau, Inventory, Problem Solving, Data Analytics"
Associate Analyst - Strategic Projects,"Powerpoint, Data Visualization, Risk Management, Power Bi, Excel"
Field Application Scientist,"Data Analysis, Sales, Customer Support, Communication Skills, Product Development, Problem Solving, Genomics, Biochemistry"
"Associate Analyst, Workday","Financial Accounting, Custom Reports, Business Process, Data Maintenance, Internal Audit, Finance ERP system, Finance, Human Rights"
Azure Senior Engineer,"Azure Data Factory, azure data lake, Azure SQL, ADF, Datawarehouse, etl tool, ADB, azure databricks, ETL"
Sr Software Engineer - Architect,"Distribution system, Backend, Customer acquisition, Application software, Analytics, Monitoring, Customer retention, Coding"
Sr Software Engineer/ Architect - Frontend,"Javascript, Unit testing, Open source, Web development, Analytics, Android, Customer retention, Backend"
Sr Software Engineer,"Distribution system, Corporate, Manager Technology, Core Java, jQuery, Technical leadership, XML, Architecture, MySQL, Production, Automation, Struts, HTML, Hibernate, Scalability, Coding"
Senior AWS Engineer,"Design development, AWS, Database, Testing, Deployment, Data management, Data warehousing, Analytics"
Sr. Full Stack Visualization Engineer,"NoSQL, Data analysis, SAS, Supply chain, data cleansing, Configuration management, GCP, SQL"
Senior Engineer,"Javascript, Genetics, Agile, Backend, PWD, data science, Deployment, GCP, Linux, Analytical, Manager Technology, Assurance, Infrastructure, continuous integration, Customer experience, Business objects, Customer service, Business intelligence, Healthcare, Procurement, Process automation, Stakeholder management"
Sr. ML Ops Engineer,"NoSQL, Open source, Computer science, Configuration management, Workflow, Machine learning, Data processing, Monitoring"
Senior Devops Engineer,"Devops, Jenkins, Python, Bash Scripting, Helm, Kubernetes, Docker, Terraform"
Sr Software Engineer/ Architect - Android,"Mobile development, Computer science, Infrastructure, Mobile applications, Customer experience, Architect, Scalability, Coding"
Senior AI Software Engineer,"Data collection, Open source, Computer science, Product management, GCP, Machine learning, Data structures, Monitoring"
Senior Business Analyst - EdTech,"Data Analysis, Business Intelligence, Analytics, Data Visualization, SQL, Tableau, Excel, Data Analytics"
Senior Software Engineer - Architect,"NoSQL, Backend, cassandra, MySQL, Computer science, Analytics, Machine learning, Data modeling"
Computer Aided Engineer ( CAE)- Statistical Analysis,"CAE, Data analysis, physics simulations, JMP, statistical modeling, Computer Aided Engineer, data processing, Tableau"
Senior Software Engineer | Java | SFO - 1,"Cloud, Supply chain, Java, Cloud computing, Automation, Azure, IT Skills, Hibernate"
Sr Software Engineer - Mobile Networking Team,"TCP, IPV6, HTTP, DNS, Computer science, SDK, Linux, Coding"
Sr Analytics Engineer,"NoSQL, Big Data, Python, RDBMS, Computer science, Database design, IT Skills, Tableau"
Sr Visualization Engineer - Tableau,"Bidding, BI, Business Intelligence, AI/ML application, GIS project management, Change Management, testing, software application development"
Senior Software Engineer II - Sr Architect,"Distribution system, SCALA, Data mining, Competitive intelligence, Machine learning, Software Engineer II, Data structures, Backend"
"Senior Manager - Software Engineering, Machine Learning","Distribution system, Computer science, Product management, SCM, Machine learning, Scrum, Artificial Intelligence, Coding"
Career Restart - Software Senior Engineer,"Reactive Programming, Cloud, Java, IT Skills, Hibernate, Web Services, Tableau, REST API"
Software Senior Engineer,"Data Engineering, SaaS, Spring Frameworks, Microsoft Azure, Oracle, Oracle SQL, Kafka, BDD, SCALA, Reactive Programming, Object Oriented Analysis & Design, Tomcat, GIT, Linux, Maven, Spark, REST, Rest Api, TDD, Java, Software Development, Web Services, Tableau, Scala, Big data application development, Apache, Big Data, PostgreSQL, Java DB technologies, XML, Cloud, JSON, IT Skills, Hibernate, REST API"
Senior Software Engineer (DBA),"Python, database modeling, Postgres, Greenplum, BASH scripting, SQL, ETL, MySQL DBA"
"Sr Analytics Engineer (ETL, Tableau , MySQL)","NoSQL, Big Data, Python, RDBMS, Computer science, Database design, IT Skills, Tableau"
Senior Business Intelligence Engineer,"Big Data, Spark, Data Visualization, Hive, Scala, Power Bi, Data Science, Hadoop"
Senior Software Engineer - Full Stack,"Javascript, JDBC, Front end, MVC, Computer science, Application development, Agile, Business intelligence"
Sr SW Engineer,"Big Data, Python, Statistics, Database Design, Hive, Sql Server, Data Mining, Hadoop"
Senior Business Analyst - FMCD,"Python, Machine Learning, Data Warehousing, Analytics, data warehouse, data engineering, Tableau, Data Analytics"
Senior Business Analyst - SAS/R/Python - Banking Domain,"Python, Statistics, Machine Learning, SAS, Analytics, SQL, Data Analytics, Data Management"
Senior Business Analyst - BPMN/ UML,"BPMN, Data analysis, System analysis, UML, Operations Transformation, business analysis"
Senior Business Analyst - ETL/SSIS,"SCD, PowerShell, VSTS, JSON, Waterfall, Azure, Teradata, REST"
Senior Business Analyst - MDM / Java,"Java, Change Management, MDM, Data Architect, ESB, Master Data Management, Open Source, EBX5"
Senior Business Analyst - SAS + SQL,"Consulting, Statistics, SAS, Analytics, SQL, Data Analytics"
Business Analyst/Senior Business Analyst,"Power BI, PowerPoint, Business Analyst, Solr, Adobe Analytics, Adobe Analytics and RPython, Tableau, Data Analytics"
Senior Business Analyst - ETL/ SSIS,"Power BI, XML, SSIS, Java, IT Skills, Azure, ETL, Oracle"
Senior Software Quality Assurance Analyst - Manual Testing,"DevOps, Quality Assurance, Testing, Performance Testing, Automation Testing, IT Skills, Manual Testing, Selenium"
Senior Lead Implementation Analyst,"Configuration management, Data mining, Automation, Workflow, Test strategy, Selenium, Testing tools, Coding"
