Job_Role,Company,Location,Skills/Description,Min Experience,Max Experience
"Sr Data Engineer (Chennai , Hyd, Bangalore , Kolkata)",Krazy Mantra HR Solutions Pvt. Ltd,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","Spark Programming, ETL, Python, Hadoop, Spark, IT Skills, Cloud, Cloud Platforms",5.0,10.0
Urgent Opening|| Senior Data Engineer|| Bangalore,Mount Talent Consulting Private Limited,Bangalore/Bengaluru,"Azure, python, pyspark, aws, sql, IT Skills, Software Development, DevOps",3.0,7.0
Job Opening For Senior or Principal Data Engineer at Bangalore,Convate Consultancy Services Pvt Ltd,Bangalore/Bengaluru,"Data Engineer, IT Skills, Python, Cloud, Project Management, Big Data, AWS, Azure",5.0,10.0
Senior Cloud Data Engineer Req:333,Clairvoyant India Pvt. Ltd.,"Hyderabad/Secunderabad, Pune","java, spark, GCP, AWS, Python, IT Skills, J2EE, Cloud",6.0,11.0
Senior Data Engineer - Richpanel,Richpanel,Mumbai,"SAN, French, C, ECS, SAAS, Javascript, Manager Technology, Cook",0.0,3.0
Senior Data Engineer,ADATIS INDIA PRIVATE LIMITED(Part of Telefonica Tech),Pune(Kalyani Nagar),"Azure Databricks, SSIS, Azure Data Factory, Data Warehousing, msbi, SSAS, Azure Modern Data Platform, SSRS",4.0,8.0
Senior Cloud Data Engineer,Pythian,Remote,"GCP, Spark, Python, Talend, Azure, AWS, design, PySpark",3.0,8.0
Data Analyst / Engineer,Vacancieshub HRM solutions Pvt Ltd,Kochi/Cochin,"Data Engineering, SQL, Python, communication, IT Skills, Data Science",3.0,5.0
DATA ENGINEER (MID+SENIOR),reflections global,Trivandrum/Thiruvananthapuram,"IT Skills, Python, AWS, Azure, Customer acquisition, Database Architect, Backend, Business Analyst",6.0,10.0
Sr. Data Engineer - IT MSBI,Micron Tech,Hyderabad/Secunderabad,"Data Modeling, T-SQL, databases, Artificial Intelligence, MSBI, OLAP, SQL Queries, Power-BI",4.0,9.0
Data Engineer Senior Role,Allegis Services India Pvt. Ltd.,Hyderabad/Secunderabad,"python, etl, AWS, Athena, sql",3.0,8.0
Sr Engineer - Data Center Hardware - USA - MNC - Chennai,Vesat Management Consultants Pvt. Ltd,Chennai,"Linux, IT Hardware",5.0,8.0
Gcp Data Engineer,TEKISHUB CONSULTING SERVICES PRIVATE LIMITED,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR","GCP BIGQUERY, IT Skills, Data Science, Artificial Intelligence, Cloud, Azure, GCP, Bigquery",4.0,9.0
Data Engineer - ETL/Python/Airflow,DataToBiz,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR","Airflow, ETL, Python, IT Skills, Testing, Cloud, Apache Airflow, BigQuery",4.0,9.0
Big Data Engineer,TetriQ Solutions,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR","Big Data, Python, SQL, data warehousing, MPP, Agile, communication, Azure Synapse",7.0,11.0
Urgent opening For Data Engineer - 15 Days NP,Zen3 Infosolutions,"Kolkata, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","Spark, Data Factory, Data Bricks, Azure Data Lake Storage, Scala, Pyspark, IT Skills, Azure",1.0,5.0
Data Engineer (Azure Data Lake Storage),TEKISHUB CONSULTING SERVICES PRIVATE LIMITED,"Noida, Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Azure Data Factory, SCALA, Azure Data Lake, Azure Databricks, Spark, etl design, Azure Data Lake Storage",5.0,9.0
Principal Data Engineer,Balbix,"Gurgaon/Gurugram, Bangalore/Bengaluru","IT Skills, Java, Python, Testing, DevOps, Product Management, Elastic Search, Computer science",5.0,8.0
Staff Data Engineer,Balbix,"Gurgaon/Gurugram, Bangalore/Bengaluru","IT Skills, Java, Python, Testing, DevOps, Product Management, Computer science, Backend",5.0,10.0
Data Engineer II,J2 Cloud Services,"Mumbai, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru","Computer science, metadata, SAP, Analytical, Wellness, Data quality, Adobe, Analytics",4.0,8.0
Big Data Engineer - Spark/Python/SQL,TetriQ Solutions,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, DELHI NCR","Spark, Python, SQL, MPP, Big data, Agile, DevOps, communication",2.0,4.0
Azure Data Engineer,Encora,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","Azure Data Engineer, IT Skills, Cloud, Power BI, Azure, Azure Data Factory, Azure Databricks, Azure SQL",6.0,11.0
Data Engineer,Nice Software Solutions Pvt. Ltd,"Nagpur, Pune, Bangalore/Bengaluru","Big Data, Map Reduce, Python, Sqoop, Hive, Data, Spark, EMR",5.0,10.0
Data Engineer,Educational Initiatives,"Ahmedabad, Bangalore/Bengaluru","MySQL, MongoDB, hadoop architecture, Python, IT Skills, Cloud, Big Data, AWS",2.0,6.0
Data Engineer,Concerto HealthAI,Bangalore/Bengaluru,"Computer science, Customer acquisition, metadata, NoSQL, Data structures, Healthcare, Operations, Private equity",1.0,6.0
Big Data Engineer,Big Data BizViz,"Hyderabad/Secunderabad, Bangalore/Bengaluru","IT Skills, Java, Python, Data Science, MS SQL, Big Data, Hive, Scala",7.0,12.0
Data Engineer - Bigdata,Kyndryl,Bangalore/Bengaluru,"IT Skills, Java, Python, Cloud, Project Management, Big Data, AWS, Root cause analysis",3.0,8.0
Data Engineer,Glints,Bangalore/Bengaluru,"Agile scrum, Business Analyst, Data modeling, Database, Data quality, Apache, Data warehousing, SQL",6.0,11.0
Data Engineer,MLE SYSTEMS PRIVATE LIMITED,Remote,"Mssql Dba, ETL Tool, IT Skills, Java, Python, Testing, Cloud, MS SQL",3.0,10.0
Data and Analytics Data Engineer - EU,AECOM,Bangalore/Bengaluru,"Analytics, Data Engineering, data wrangler, Data Architecture",5.0,10.0
Data Engineer,Concerto.ai,Bangalore/Bengaluru,"IT Skills, Python, Big Data, AWS, Computer science, Customer acquisition, metadata, NoSQL",3.0,12.0
Azure Data Engineer,PAGO Analytics,"Mumbai, Gurgaon, Bengaluru","IT Skills, Java, J2EE, Python, Testing, Big Data, .Net, C++",2.0,5.0
Azure Data Engineer,Vision Beyond Resources India Private Limited,Remote,"azure databricks, power bi",1.0,3.0
Azure Data Engineer,Collabera Technologies Pvt. Ltd.,Bangalore/Bengaluru,"Computer science, metadata, NoSQL, cassandra, SCALA, Data structures, Operations, Analysis services",4.0,6.0
Data Engineer,HealthifyMe,Bengaluru,"Data management, Data modeling, Artificial Intelligence, Data structures, Data processing, microsoft, Data mining, Analytics",5.0,10.0
Data Engineer,Tookitaki Holding PTE LTD,Bangalore/Bengaluru,"SDLC, analytics, Hadoop, Code review, sprint process, IT Skills, Testing, Big Data",3.0,7.0
Big Data Engineer,Xebia IT Architects,Bengaluru,"Unix, Core Java, Linux, Consulting, Debugging, Data processing, Workflow, Application development",2.0,4.0
BDB Big Data Engineer,BizViz Technologies Pvt. Ltd.,"Hyderabad, Bengaluru","IT Skills, Python, Data Science, Cloud, MS SQL, Javascript, Big Data, algorithms",2.0,4.0
Azure Data Engineer,AppsTek Corp,"Mumbai, Gurgaon, Bengaluru","C++, PDF, Consulting, System integration, J2Ee, Application development, Oracle, SDLC",5.0,10.0
Data Engineer (ML OPs),Aidetic,Bangalore/Bengaluru,"kubeflow, SQL, Python, DataRobot, Google AI Platform, Docker, AI, ML model development",4.0,9.0
Data Engineer,Sequoia Consulting Group,Bangalore/Bengaluru,"Payroll, metadata, Backend, Product engineering, Consulting, Data structures, Analytics, SQL",4.0,9.0
Data Engineer,Data Semantics,Bangalore/Bengaluru,"IT Skills, Java, Python, Testing, Data Science, Cloud, Product Management, SAN",2.0,5.0
Data Engineer,YPR Informatics Private Limited,Bangalore/Bengaluru,"MS Azure data management, spark, Python scripting, iaas paas saas, RDBMS MS SQL Server, SaaS, ETL, IaaS",5.0,10.0
Azure Data Engineer,GSPANN,"Hyderabad/Secunderabad, Pune, Delhi / NCR","Java, Azure, SQL, Python, Azure Functions, Azure SQL DW, ADLS, Spark",4.0,9.0
BU IDS - Omnichannel Ops - Data Engineer,Eli Lilly and Company,Bangalore/Bengaluru,"Data modeling, Business analysis, Coding, Agile, Scrum, Informatica, Apache, Business intelligence",5.0,12.0
Data Engineer -Permanent Remote - I Link Software Pvt Ltd,I LINK SOFTWARE PRIVATE LIMITED,Remote,"ODI, Tableau, oracle data integrator, Pentaho, SQL",2.0,5.0
MD IDS - Data Engineer,Eli Lilly and Company,Bangalore/Bengaluru,"Coding, Technical leadership, Agile, Healthcare, Application development, Scrum, Apache, Business intelligence",3.0,8.0
Data Engineer,HyreFox Consultants Pvt Ltd,Bangalore/Bengaluru,"Computer science, NoSQL, Coding, Data processing, Data quality, MongoDB, data visualization, Monitoring",4.0,9.0
"Python Data Engineer, Product based, Hyderabad.",DOCSKIFF-JAGGAER,"Hyderabad/Secunderabad, Bangalore/Bengaluru","IT Skills, Python, Software Development, Data Science, AWS",5.0,10.0
Big Data Engineer - GCP,EPAM Systems,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR","spark, GCP, Cloud, hadoop",2.0,5.0
Data Engineer,True Beacon,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","Data Engineering, Workflow Management, Investment Research, Java, Cloud Computing, GCP, Big Data, Data Architecture",2.0,4.0
Big Data Engineer,"ANMUTSOLUTIONS Pvt,Ltd.","Hyderabad, Bengaluru","ERP, MS SQL, Data analysis, NoSQL, cassandra, MySQL, Scrum, Pattern recognition",3.0,8.0
Geospatial Data Engineer,Pixxel,Bangalore/Bengaluru,"GIS, Computer science, Cloud computing, jQuery, RDBMS, Coding, Postgresql, Javascript",5.0,9.0
Data Engineer,epiFi Technologies,Bangalore/Bengaluru,"IT Skills, Python, Cloud, AWS, Workflow Management, Hive, Open Source, Scala",4.0,9.0
Azure Engineer - Data Warehousing/DataLake,DataToBiz,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR","D365, ETL, Salesforce, IT Skills, Cloud, Azure, Azure Data Factory, DataLake",2.0,7.0
Data Engineer - AWS/SQL/Python,"Digital Management, LLC","Noida, Pune, Chennai, Bangalore/Bengaluru","Docker, Cognito, Git, pytest, SQS, PostgreSQL, Serverless com, Python",5.0,8.0
Azure Python Data Engineer,DISYS INDIA PRIVATE LIMITED,"Pune, Chennai, Bangalore/Bengaluru","azure databricks, python, azure data factory",2.0,6.0
Gcp Data Engineer,Deloitte,"Pune, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","IT Skills, Cloud, DevOps, Big Data, Hive, Impala",1.0,5.0
Data Engineer,BrightTALK,Bangalore/Bengaluru,"Computer science, System architecture, Backend, Machine learning, Data structures, Workflow, Pentaho, Monitoring",6.0,11.0
Data Engineer,Maxdata Solutions,"Noida, Mumbai, Bangalore/Bengaluru","Java, Scala, Python, analytics, Spark, UNIX, Redshift, AWS services",4.0,8.0
Data Engineer,Interactions,Bangalore/Bengaluru,"Data migration, Linux, Coding, Data modeling, Scheduling, Customer service, Resource management, Operations",4.0,5.0
Azure ETL Data Engineer,GXX INDIA PRIVATE LIMITED,"Kochi/Cochin, Ernakulam, Chennai, Bangalore/Bengaluru","blobs, adf, etl, azure, SQL, IT Skills, data integration, informatica",4.0,9.0
Immediate Hiring For GCP Data Engineer || Wissen Technology,Wissen Technology,"Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)","sql queries, gcp, Bigquery, Python, Pandas, Data Engineering, Dataproc, REST API",5.0,10.0
Data Engineer - Java/Python/Spark,Cirus,Bangalore/Bengaluru,"Java, Spark, Python, Beam, Flink, Nifi, RedShift, Airflow",5.0,10.0
Data Engineer - DVC,Ralph Lauren,Bengaluru,"Microstrategy, Automation, Agile, Data structures, Apache, Open source, Information technology, Analytics",5.0,10.0
Big Data Engineer,BizViz Technologies Pvt. Ltd.,"Hyderabad, Bengaluru","algorithms, ERP, Data analysis, development, technical, Social media, Service, developing",6.0,10.0
BDB Big Data Engineer,BizViz Technologies Pvt. Ltd.,"Hyderabad, Bengaluru","ERP, Data analysis, development, technical, Social media, it, Data mining, Ideas",6.0,11.0
Data Engineer,4CRisk.ai,Bangalore/Bengaluru,"IT Skills, Python, Machine Learning, Cloud, Project Management, Big Data, AWS, Nosql",2.0,4.0
Data Engineer - SSE,epiFi Technologies,Bangalore/Bengaluru,"Redshift, Luigi, Python, Hudi, Airflow, Hive, Hadoop, GCP",5.0,10.0
TeraData / Data Engineer,Burgeon IT Services Pvt ltd,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru","IT Skills, Python, IT services, Computer science, metadata, Datastage, Data structures, Stored procedures",5.0,10.0
SSE Data Engineer,Quality Matrix Inc,Bangalore/Bengaluru,"CI / CD, Spark, RDBMS, Postgres, MySql, Hadoop, Maria, Scala",1.0,2.0
BDB Big Data Engineer,"ANMUTSOLUTIONS Pvt,Ltd.","Hyderabad, Bengaluru","ERP, Data analysis, MS SQL, Team Building, Social media, MySQL, Service, Data mining",6.0,11.0
BDB Big Data Engineer,"ANMUTSOLUTIONS Pvt,Ltd.","Hyderabad, Bengaluru","ERP, Data analysis, MS SQL, Algorithms, Team Building, Social media, MySQL, Data mining",5.0,8.0
Data Engineer,Pristine Infotech Inc,"Mumbai, Chennai","python, machine learning, sql, IT Skills, Java, Testing, Data Science, Oracle",5.0,8.0
Data Engineer,TMD - The Modern Dimension,"New Delhi, Bangalore/Bengaluru","Nosql, Relational Sql, Data Pipeline, Scala, C + +, Hadoop, Big Data, Data Engineer",6.0,10.0
Azure ETL Data Engineer,VEGA Intellisoft Private Limited,"Noida, Bangalore/Bengaluru","CRM, Azure, data warehousing, ADF, Microsoft SQL Server, Azure Cloud, Azure Storage, FTP",5.0,10.0
Azure Data Engineer,SightSpectrum Technology Solutions (P) Ltd.,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru","azure databricks, spark, ETL, IT Skills, Data Science, Machine Learning, Cloud, DevOps",3.0,8.0
Hiring For Data Engineer,Sutherland,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)","Data Warehousing, ETL, BPO, data analysis, Azure Data Factory",5.0,10.0
Market Data Engineer (Capital Markets),Luxoft,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",market data,4.0,6.0
AWS Data Engineer,Naukri Premium - Employer Services,"Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)","aws glue, Data Engineering, spark, kafka",5.0,10.0
"Hiring! Data Engineer | PySpark Developers @ Bizmetric - Pune, Gurga",BIZ-METRIC INDIA PRIVATE LIMITED,"Navi Mumbai, Pune, Bangalore/Bengaluru","spark, pyspark, AWS, ec2, Oozie, Lambda Aws, sql",3.0,8.0
Data Engineer _ Devkraft,DEVKRAFT TECHNOLOGIES PRIVATE LIMITED,"Bangalore/Bengaluru, Delhi / NCR","Hive, Hadoop Administration, SCALA, Big Data, Spark",3.0,8.0
Data engineer(Azure data lake/Aws glue),USEFULBI PRIVATE LIMITED,"Pune, Bangalore/Bengaluru, Mumbai (All Areas)","Azure Databricks, Azure Data Lake, Aws Glue, Aws Lambda, Python, sql",8.0,10.0
Data Engineer,Gelato,"Mumbai, Bangalore/Bengaluru","CI / CD, BigQuery, python, Snowflake, ETL, Power BI, Kubernetes, Docker",3.0,7.0
Data Engineer - Python/SQL,Integreat,"Gurgaon/Gurugram, Bangalore/Bengaluru","Data Science, Python, SQL, IT Skills, Software Troubleshooting, GraphQL, debugging, MongoDB",1.0,4.0
Big Data Engineer,KLOUTIX SOLUTIONS PRIVATE LIMITED,"Pune, Bangalore/Bengaluru","python, sql, Cloud Formations, DBT, Snowflake, Airflow, SQS, communication",3.0,8.0
Azure Data Engineer,Devkraft Technologies,"Delhi / NCR, Bangalore/Bengaluru,","Synapse, Service Bus, Azure Data Catalog, Event Grid, SQL, Azure Data Lake, Azure Data Factory, Azure Blob",3.0,8.0
Data Engineer,Balbix,"Gurgaon/Gurugram, Bangalore/Bengaluru","Python, data structures, Postgres, Redis, MongoDB, Cassandra, Druid, ElasticSearch",3.0,8.0
Hiring-Azure Data Engineer/ADF/Azure Data Factory-Anblicks,ANBLICKS CLOUD DATA ENGG PRIVATE LIMITED,"Vijayawada, Hyderabad/Secunderabad, Ahmedabad","Azure Data Factory, Data warehouse, GIT, GITHub, ADF, Azure DevOps, ETL, communication",8.0,13.0
Hiring-Azure Data Engineer/ADF/Azure Data Factory-Anblicks,ANBLICKS CLOUD DATA ENGG PRIVATE LIMITED,"Vijayawada, Hyderabad/Secunderabad, Ahmedabad","Azure Data Factory, Synapse analytics, GITHub, Data warehouse, ETL, Python, GIT, Data bricks",2.0,8.0
Data Engineer / Spark Developer / Hive Developer / Hadoop Developer,Emblaze Solutions,"Mumbai, Pune, Chennai, Coimbatore, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram","Hive, Hadoop, Spark, Linux, Python, Azure, Scala, Unix",1.0,6.0
NDH Ingestion - Data Engineer,Leuwint,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru","Unix, Python Text, Jenkins, CSV, HDFS, Python, Apache Beam, Scrum",3.0,8.0
Azure Data Engineer,"Hitachi Solutions, Ltd","Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Azure, Azure Data Factory, Spark Python, Data Modeling, Scala, Python, Power BI, Azure SQL Data Warehouse",5.0,9.0
Opportunities For Data Engineer,KANINI SOFTWARE SOLUTIONS INDIA PRIVATE LIMITED,"Pune, Chennai, Coimbatore, Bangalore/Bengaluru","Django, SCALA, Spark, Python, hive, Java, Data Engineering, oozie",7.0,12.0
Data Engineer,Central Business Solution,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru","Data Warehouse, Teradata, MS SQL Server, Cassandra, PostgreSQL, HBase, Data warehouses, Redis",2.0,5.0
Big Data Engineer,INTRAEDGE TECHNOLOGIES PRIVATE LIMITED,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru","big data, hive, python, java, pyspark, Hdfs",3.0,5.0
Data Engineer - Python & Big Data,Ttec Digital Analytics India LLC,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Pyspark, Hive, Big Data, Python, SQL, Big Data Development, bash scripting, verbal",3.0,8.0
Data Engineer,Altysys,"Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","Aws Lambda, Data Pipeline, ETL, Aws Glue, SQL, redshift, AWS, IT Skills",1.0,3.0
Data Engineer,NSE.IT Ltd,Mumbai,"NoSQL, Apache Spark, Python, Hadoop, Big Data, SQL, Hive, IT Skills",8.0,13.0
Azure Data Engineer,Xpheno,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","github, Version control, SQL database, spark, Cloud, power bi, Technical architecture, Analytics",4.0,8.0
